molecule,n_receptors,group_size,SMILES,InChIKey,Odors,tags,n_tags
SML0391,6,1,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,RWCCWEUUXYIKHB-UHFFFAOYSA-N,"rose, metallic, herbal, powdery, balsamic, geranium","frozenset({'geranium', 'metallic', 'rose', 'herbal', 'powdery', 'balsamic'})",6
SML0392,19,1,CCOC(=O)CC1=CC(=CC=C1)Br,CAERSDJFKGMKLY-UHFFFAOYSA-N,,frozenset(),0
SML0393,12,1,CC1=CC=CC=C1CC(=O)OC,BLEMRRXGTKTJGT-UHFFFAOYSA-N,,frozenset(),0
SML0394,11,1,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,DGEZNRSVGBDHLK-UHFFFAOYSA-N,,frozenset(),0
SML0395,10,1,CCOC1=CC2=CC=CC=C2C=C1,GUMOJENFFHZAFP-UHFFFAOYSA-N,"floral, grape, powdery, orange","frozenset({'floral', 'powdery', 'orange', 'grape'})",4
SML0396,10,1,C=CC1=CC=C(C=C1)OCCCCOC2=CC=C(C=C2)C=C,RAPXVKLHABTPOM-UHFFFAOYSA-N,,frozenset(),0
SML0397,14,1,CC1=CCC(CC1=O)C(=C)C,ULDHMXUKGWMISQ-UHFFFAOYSA-N,minty,frozenset({'minty'}),1
SML0398,17,1,CCCCCCCCCCCO,KJIOQYGWTQBHNH-UHFFFAOYSA-N,"citrus, floral, fruity, oily","frozenset({'floral', 'fruity', 'oily', 'citrus'})",4
SML0399,9,1,CCCCCCCCCCCC=O,HFJRKMMYBMWEAD-UHFFFAOYSA-N,"floral, sweet, waxy, aldehydic, green, soapy, citrus","frozenset({'aldehydic', 'soapy', 'sweet', 'citrus', 'waxy', 'green', 'floral'})",7
SML0401,27,1,C(CCCCC(=O)O)CCCCBr,PGVRSPIEZYGOAD-UHFFFAOYSA-N,,frozenset(),0
SML0402,20,1,C(CCCCCBr)CCCCC(=O)O,IUDGNRWYNOEIKF-UHFFFAOYSA-N,,frozenset(),0
SML0403,23,1,C(CCCCCC(=O)O)CCCCCBr,YYKBWYBUCFHYPR-UHFFFAOYSA-N,,frozenset(),0
SML0404,29,1,CCCCCCCCCCC(=O)O,ZDPHROOEEOARMN-UHFFFAOYSA-N,"fatty, coconut, creamy, cheesy, waxy","frozenset({'fatty', 'coconut', 'cheesy', 'waxy', 'creamy'})",5
SML0405,5,1,C(CCC(=O)O)CCBr,NVRVNSHHLPQGCU-UHFFFAOYSA-N,,frozenset(),0
SML0406,19,1,C(CCCC(=O)O)CCCBr,BKJFDZSBZWHRNH-UHFFFAOYSA-N,,frozenset(),0
SML0407,16,1,CCCCCCCCCCO,MWKFXSUHUHTGQN-UHFFFAOYSA-N,"fatty, floral, oily, sweet, waxy, clean, orange","frozenset({'fatty', 'oily', 'sweet', 'orange', 'waxy', 'clean', 'floral'})",7
SML0411,3,1,C(CCCCC(=O)O)CCCC(=O)O,CXMXRPHRNRROMY-UHFFFAOYSA-N,,frozenset(),0
SML0412,5,1,C(CCCCCC(=O)O)CCCCC(=O)O,TVIDDXQYHWJXFK-UHFFFAOYSA-N,,frozenset(),0
SML0413,14,1,CCCC(C)C1OCC(CO1)(C)CCC,LODLFUCEWWWXPR-UHFFFAOYSA-N,"spicy, herbal, oily, fresh, green, jasmine","frozenset({'spicy', 'oily', 'green', 'herbal', 'jasmine', 'fresh'})",6
SML0414,6,1,CC(C)C1C(COC(O1)(C)C)(C)C,WVYKHQRCBWWGFK-UHFFFAOYSA-N,"herbal, fruity, green, woody, earthy","frozenset({'earthy', 'green', 'woody', 'herbal', 'fruity'})",5
SML0416,11,1,CCCCCCC(C)O,SJWFXCIHNDVPSH-UHFFFAOYSA-N,"earthy, floral, green, leafy, musty, spicy, herbal, fresh, woody","frozenset({'musty', 'spicy', 'earthy', 'leafy', 'green', 'woody', 'herbal', 'floral', 'fresh'})",9
SML0419,18,1,CCCCCCCC(C)O,NGDNVOAEIVQRFH-UHFFFAOYSA-N,"dairy, fruity, green, musty, waxy, cheesy, creamy, orange, citrus","frozenset({'musty', 'orange', 'cheesy', 'citrus', 'waxy', 'green', 'creamy', 'dairy', 'fruity'})",9
SML0420,9,1,CC1CCC(C(C1)O)C(C)C,NOOLISFMXDJSKH-UHFFFAOYSA-N,"minty, musty, mentholic, cooling","frozenset({'cooling', 'musty', 'mentholic', 'minty'})",4
SML0422,6,1,C1=CC=C(C=C1)/C=C/C(=O)O,WBYWAXJHAXSJNI-VOTSOKGWSA-N,"balsamic, sweet","frozenset({'balsamic', 'sweet'})",2
SML0424,8,1,CCCCCC(=O)CC,RHLVCLIPMVJYKS-UHFFFAOYSA-N,"cheesy, earthy, fruity, herbal, sweet, musty, fermented, vegetable, mushroom, lavender, fresh, green, ketonic","frozenset({'musty', 'sweet', 'earthy', 'ketonic', 'cheesy', 'mushroom', 'fermented', 'green', 'herbal', 'fruity', 'vegetable', 'fresh', 'lavender'})",13
SML0426,9,1,CCCCCCCCC(=O)C,ZAJNGDIORYACQU-UHFFFAOYSA-N,"floral, orange, peach, fatty","frozenset({'floral', 'fatty', 'orange', 'peach'})",4
SML0428,16,1,CC(=CCCC(=O)C)C,UHEPJGULSIKKTP-UHFFFAOYSA-N,"green, herbal, oily, musty, banana, fruity, cheesy, apple, creamy, citrus, ketonic","frozenset({'musty', 'oily', 'ketonic', 'cheesy', 'citrus', 'green', 'apple', 'banana', 'creamy', 'fruity', 'herbal'})",11
SML0429,17,1,CC(=O)CCC1=CC2=C(C=C1)OCO2,TZJLGGWGVLADDN-UHFFFAOYSA-N,"berry, cherry, floral, sweet, woody, fruity, powdery, jammy, raspberry","frozenset({'sweet', 'powdery', 'jammy', 'cherry', 'woody', 'floral', 'fruity', 'raspberry', 'berry'})",9
SML0430,1,1,CC1(C2CCC1(C(=O)C2)C)C,DSSYKIVIOFKYAU-UHFFFAOYSA-N,"camphoreous, fresh, minty","frozenset({'minty', 'camphoreous', 'fresh'})",3
SML0431,12,1,CCCCCCC(=O)OCC,TVQGDYNRXLTQAP-UHFFFAOYSA-N,"cognac, fruity, winey, sweet, rummy, estery, berry, banana, pineapple, green","frozenset({'sweet', 'rummy', 'winey', 'green', 'estery', 'cognac', 'fruity', 'pineapple', 'banana', 'berry'})",10
SML0432,12,1,CCCCCCCCC(=O)OCC,BYEVBITUADOIGY-UHFFFAOYSA-N,"cognac, fatty, grape, nutty, oily, waxy, natural, rose, fruity, tropical, rummy","frozenset({'fatty', 'oily', 'nutty', 'tropical', 'rummy', 'waxy', 'natural', 'grape', 'rose', 'cognac', 'fruity'})",11
SML0433,8,1,CCCCCC(=O)OC,NUKZAGXMHTUAFE-UHFFFAOYSA-N,"apple, ethereal, fruity, pineapple, banana, strawberry, apricot","frozenset({'apricot', 'strawberry', 'apple', 'banana', 'fruity', 'pineapple', 'ethereal'})",7
SML0434,13,1,CCCCCCC(=O)OC,XNCNNDVCAUWAIT-UHFFFAOYSA-N,"apple, berry, fruity, green, orris, waxy, sweet, floral","frozenset({'sweet', 'waxy', 'orris', 'green', 'apple', 'floral', 'fruity', 'berry'})",8
SML0435,16,1,CCCCCCCCC(=O)OC,IJXHLVMUNBOGRR-UHFFFAOYSA-N,"coconut, fruity, green, nutty, winey, sweet, pear, tropical, waxy","frozenset({'pear', 'sweet', 'nutty', 'tropical', 'coconut', 'winey', 'waxy', 'green', 'fruity'})",9
SML0437,8,1,C1=CSC=N1,FZWLAAWBMGSTSO-UHFFFAOYSA-N,"meaty, nutty, fishy","frozenset({'nutty', 'meaty', 'fishy'})",3
SML0438,61,1,C1=CC=C2C(=C1)N=CS2,IOJUPLGTWVMSFF-UHFFFAOYSA-N,"beefy, burnt, coffee, sulfurous, vegetable, meaty, nutty, brown, cooked","frozenset({'meaty', 'nutty', 'brown', 'coffee', 'burnt', 'sulfurous', 'beefy', 'cooked', 'vegetable'})",9
SML0439,60,1,C1=CC=C2C(=C1)C=CN2,SIKJAQJRHWYJAI-UHFFFAOYSA-N,"animal, cheesy, floral, musty, pungent","frozenset({'musty', 'cheesy', 'pungent', 'floral', 'animal'})",5
SML0440,12,1,C=CCC1=CC2=C(C=C1)OCO2,ZMQAAUBTXCXRIC-UHFFFAOYSA-N,"aromatic, spicy, sweet, anise, warm, floral, woody","frozenset({'spicy', 'warm', 'sweet', 'floral', 'aromatic', 'woody', 'anise'})",7
SML0441,45,1,C1=CC=C(C=C1)C=O,HUMNYLRZRPPJDN-UHFFFAOYSA-N,"almond, sweet, cherry, nutty, fruity, powdery, sharp","frozenset({'sharp', 'sweet', 'nutty', 'powdery', 'almond', 'cherry', 'fruity'})",7
SML0443,9,1,CCCCCC1C(CCC1=O)CC(=O)OC,KVWWIYGFBYDJQC-UHFFFAOYSA-N,"floral, fruity, jasmine, natural, oily, green, tropical, lactonic","frozenset({'jasmine', 'oily', 'lactonic', 'tropical', 'green', 'natural', 'floral', 'fruity'})",8
SML0446,6,1,CC(C)CC(C)CC=C(C)C=O,LCLLDHVSJPTTSF-UHFFFAOYSA-N,,frozenset(),0
SML0447,6,1,C[C@]12CC[C@H](C1)C(C2=O)(C)C,LHXDLQBQYFFVNW-XCBNKYQSSA-N,"camphoreous, minty, sweet, mentholic, herbal, terpenic, pine, cooling, fresh, balsamic, cedar, earthy, woody","frozenset({'cedar', 'camphoreous', 'mentholic', 'sweet', 'minty', 'earthy', 'pine', 'terpenic', 'woody', 'herbal', 'cooling', 'balsamic', 'fresh'})",13
SML0448,14,1,C[C@@H]1CCO[C@H](C1)C=C(C)C,CZCBTSFUTPZVKJ-ZJUUUORDSA-N,,frozenset(),0
SML0450,6,1,C[C@H](C1=CC=CC=C1)O,WAPNOHKVXSQRPX-SSDOTTSWSA-N,"floral, earthy, green","frozenset({'floral', 'earthy', 'green'})",3
SML0459,3,1,CCCCC[C@H](C)O,CETWDUZRCINIHU-ZETCQYMHSA-N,"mushroom, fatty, oily, cheesy","frozenset({'fatty', 'oily', 'cheesy', 'mushroom'})",4
SML0467,7,1,C[C@@H]1CCC(=C(C)C)C(=O)C1,NZGWDASTMWDZIW-MRVPVSSYSA-N,"herbal, minty, sweet, metallic, sulfurous, camphoreous, fresh","frozenset({'camphoreous', 'sweet', 'minty', 'metallic', 'herbal', 'sulfurous', 'fresh'})",7
SML0469,5,1,CCC1CCC(=O)O1,JBFHTYHTHYHCDJ-UHFFFAOYSA-N,"coumarinic, creamy, sweet, herbal, coconut, tobacco","frozenset({'coumarinic', 'sweet', 'tobacco', 'coconut', 'herbal', 'creamy'})",6
SML0471,5,1,CCCCCCC(=O)OCC=C,SJWKGDGUQTWDRV-UHFFFAOYSA-N,"apple, banana, fruity, pineapple, sweet, fermented, ripe, cognac, waxy","frozenset({'sweet', 'cognac', 'ripe', 'waxy', 'fermented', 'apple', 'banana', 'fruity', 'pineapple'})",9
SML0474,19,1,CC(=O)OCC1=CC=CC=C1,QUKGYYKBILRGFE-UHFFFAOYSA-N,"floral, fruity, jasmine, sweet, fresh","frozenset({'jasmine', 'sweet', 'floral', 'fruity', 'fresh'})",5
SML0476,6,1,CCCCCCC(=O)OCCCC,YPQSPODHFDGVAC-UHFFFAOYSA-N,"apple, fruity, green, herbal, winey, oily, grassy, pear, tropical","frozenset({'pear', 'oily', 'tropical', 'winey', 'green', 'apple', 'herbal', 'fruity', 'grassy'})",9
SML0478,131,1,C[C@@H]1CC[C@@H]2[C@]13CC[C@@]([C@H](C3)C2(C)C)(C)OC(=O)C,HQKQRXZEXPXXIG-DTWJZALFSA-N,,frozenset(),0
SML0479,11,1,CC(CCC=C(C)C)CCO,QMVPMAAFGQKVCJ-UHFFFAOYSA-N,"sweet, spicy, fatty, floral, rose, geranium, powdery, fresh, lemon, citrus, waxy","frozenset({'fatty', 'spicy', 'sweet', 'geranium', 'citrus', 'lemon', 'waxy', 'rose', 'floral', 'powdery', 'fresh'})",11
SML0483,9,1,CC1=CC=C(C=C1)OC(=O)C(C)C,UPPSFGGDKACIKP-UHFFFAOYSA-N,"animal, fruity, warm, floral, green, lily","frozenset({'warm', 'green', 'lily', 'floral', 'fruity', 'animal'})",6
SML0487,22,1,CC(=CCOC(=O)C)C,XXIKYCPRDXIMQM-UHFFFAOYSA-N,"apple, banana, fruity, green, sweet, ripe, fresh, balsamic, jasmine","frozenset({'jasmine', 'sweet', 'ripe', 'green', 'apple', 'banana', 'fruity', 'balsamic', 'fresh'})",9
SML0490,6,1,C(CCCC(=O)Cl)CCCC(=O)Cl,HGEVGSTXQGZPCL-UHFFFAOYSA-N,,frozenset(),0
SML0491,1,1,COC1=C(C=CC(=C1)C(=O)O)O,WKOLLVMJNQIZCI-UHFFFAOYSA-N,"odorless, sweet, vanilla, powdery, creamy, phenolic, brown, milky, dairy","frozenset({'phenolic', 'sweet', 'odorless', 'milky', 'creamy', 'dairy', 'powdery', 'vanilla', 'brown'})",9
SML0495,11,1,CC1CCC(CC1=O)C(=C)C,AZOCECCLWFDTAP-UHFFFAOYSA-N,"minty, warm, herbal, terpenic, cooling, camphoreous, woody, hay","frozenset({'warm', 'camphoreous', 'minty', 'terpenic', 'woody', 'herbal', 'cooling', 'hay'})",8
SML0496,11,1,C1C2=CC=CC=C2OC1=O,ACZGCWSMSTYWDQ-UHFFFAOYSA-N,,frozenset(),0
SML0497,5,1,CCCC(=O)C(=O)C,MWVFCEVNXHTDNF-UHFFFAOYSA-N,"buttery, creamy, sweet, dry, fatty, caramellic, fruity, oily, jammy, phenolic","frozenset({'fatty', 'dry', 'sweet', 'oily', 'phenolic', 'jammy', 'creamy', 'fruity', 'buttery', 'caramellic'})",10
SML0498,9,1,CCCCC(=O)CC,NGAZZOYFWWSOGK-UHFFFAOYSA-N,"banana, fatty, fruity, green, sweet, musty, cheesy, ketonic","frozenset({'fatty', 'musty', 'sweet', 'ketonic', 'cheesy', 'green', 'banana', 'fruity'})",8
SML0499,6,1,CCC(=O)C(=O)CC,KVFQMAZOBTXCAZ-UHFFFAOYSA-N,"buttery, caramellic, nutty","frozenset({'nutty', 'buttery', 'caramellic'})",3
SML0500,50,1,C1COC2=CC=CC=C2C1=O,MSTDXOZUKAQDRL-UHFFFAOYSA-N,,frozenset(),0
SML0501,6,1,C=CCC1=CC=CC=C1,HJWLCRVIBGQPNF-UHFFFAOYSA-N,,frozenset(),0
SML0504,33,1,CCCCCCCCCS,ZVEZMVFBMOOHAT-UHFFFAOYSA-N,,frozenset(),0
SML0505,12,1,CC(=O)OC1=CC=CC=C1,IPBVNPXQWQGGJP-UHFFFAOYSA-N,"jasmine, metallic, animal, medicinal, smoky, burnt, phenolic, woody","frozenset({'smoky', 'phenolic', 'metallic', 'burnt', 'woody', 'jasmine', 'medicinal', 'animal'})",8
SML0506,5,1,CCCCCCCC=CC=O,MMFCJPPRCYDLLZ-UHFFFAOYSA-N,"aldehydic, fatty, rose, floral, orange, green","frozenset({'aldehydic', 'fatty', 'orange', 'green', 'rose', 'floral'})",6
SML0508,7,1,CC(=C)C1CCC2(OC(C1)OO2)C,JRFITZGBELIFQM-UHFFFAOYSA-N,,frozenset(),0
SML0512,2,1,C1=CC=C(C=C1)C(=O)O,WPYMKLBDIGXBTP-UHFFFAOYSA-N,balsamic,frozenset({'balsamic'}),1
SML0513,54,1,CC(=O)/C=C/C1=CC2=C(C=C1)OCO2,XIYPXOFSURQTTJ-NSCUHMNNSA-N,,frozenset(),0
SML0515,25,1,CCOC1=C(C=C(C=C1)CC=C)OC,OTMFQLIUPDESAI-UHFFFAOYSA-N,"herbal, musty, spicy, sweet, tea, warm","frozenset({'musty', 'spicy', 'warm', 'sweet', 'tea', 'herbal'})",6
SML0520,13,1,C[C@@H]1CC[C@H](C[C@H]1O)C(=C)C,KRCZYMFUWVJCLI-OPRDCNLKSA-N,,frozenset(),0
SML0524,11,1,C[C@H]1CC[C@@H](C[C@@H]1O)C(=C)C,KRCZYMFUWVJCLI-GUBZILKMSA-N,,frozenset(),0
SML0526,6,1,CC(=C)[C@@H]1CCC(=CC1)C=O,RUMOYJJNUMEFDD-JTQLQIEISA-N,,frozenset(),0
SML0528,4,1,C(CCCCO)CCCCO,ALVZNPYWJMLXKV-UHFFFAOYSA-N,,frozenset(),0
SML0532,8,1,COC(C1=CC=CC=C1)OC,HEVMDQBCAHEHDY-UHFFFAOYSA-N,"almond, green, nutty, sweet, vegetable, floral, potato, winey, fruity, earthy, sharp","frozenset({'sharp', 'sweet', 'earthy', 'nutty', 'almond', 'winey', 'green', 'potato', 'floral', 'fruity', 'vegetable'})",11
SML0533,8,1,CC1=C(C(=C(C(=C1C)C)C=O)C)C,RWOZGGOKRKSHKN-UHFFFAOYSA-N,,frozenset(),0
SML0534,5,1,CC=CC(=O)C1=C(CCCC1(C)C)C,BGTBFNDXYDYBEY-UHFFFAOYSA-N,"plum, floral, rose, honey, fruity, tobacco","frozenset({'tobacco', 'honey', 'rose', 'floral', 'plum', 'fruity'})",6
SML0535,4,1,CC1=C(C=CO1)SSC2=C(OC=C2)C,OHDFENKFSKIFBJ-UHFFFAOYSA-N,"meaty, sulfurous, chicken, savory, onion, roasted","frozenset({'meaty', 'savory', 'onion', 'roasted', 'sulfurous', 'chicken'})",6
SML0536,11,1,CC1=CC2=C(C=C1)OCC(=O)CO2,SWUIQEBPZIHZQS-UHFFFAOYSA-N,"fresh, green, melon, clean, marine, ozone, phenolic","frozenset({'melon', 'ozone', 'phenolic', 'clean', 'green', 'marine', 'fresh'})",7
SML0537,69,1,CC1CCC2C13CCC(C(C3)C2(C)C)(C)OC(=O)C,HQKQRXZEXPXXIG-UHFFFAOYSA-N,,frozenset(),0
SML0541,12,1,CNC1=CC=CC=C1C(=O)OC,GVOWHGSUZUUUDR-UHFFFAOYSA-N,"floral, musty, orange, sweet, fruity, powdery, phenolic","frozenset({'musty', 'phenolic', 'sweet', 'orange', 'powdery', 'floral', 'fruity'})",7
SML0545,6,1,CCC1=C(C(=O)C=CO1)O,YIKYNHJUKRTCJL-UHFFFAOYSA-N,"caramellic, fruity, sweet, strawberry","frozenset({'fruity', 'caramellic', 'strawberry', 'sweet'})",4
SML0546,6,1,CC1CC2=C(CC1(C)C(=O)C)C(CCC2)(C)C,FVUGZKDGWGKCFE-UHFFFAOYSA-N,"dry, cedar, phenolic, woody, ketonic","frozenset({'cedar', 'dry', 'phenolic', 'ketonic', 'woody'})",5
SML0548,8,1,CC(C)C(=O)OC/C=C(/C)\CCC=C(C)C,OGJYXQFXLSCKTP-LCYFTJDESA-N,"floral, rose, sweet, strawberry, melon, fruity, pear, fresh, raspberry, green, citrus","frozenset({'pear', 'melon', 'sweet', 'citrus', 'green', 'strawberry', 'rose', 'floral', 'fruity', 'raspberry', 'fresh'})",11
SML0549,6,1,CCCCCCCCOC=O,AVBRYQRTMPHARE-UHFFFAOYSA-N,"citrus, fruity, green, orange, orris, rose, cucumber, waxy","frozenset({'orange', 'cucumber', 'citrus', 'waxy', 'green', 'orris', 'rose', 'fruity'})",8
SML0551,14,1,CC(=O)OCC1=CC2=C(C=C1)OCO2,PFWYHTORQZAGCA-UHFFFAOYSA-N,"cherry, floral, sweet, metallic, strawberry, jammy, powdery, hawthorn, jasmine, soapy, aromatic","frozenset({'soapy', 'jasmine', 'sweet', 'metallic', 'jammy', 'aromatic', 'strawberry', 'cherry', 'hawthorn', 'floral', 'powdery'})",11
SML0554,4,1,C/C=C(\C)/C=O,ACWQBUSCFPJUPN-HWKANZROSA-N,"almond, fruity, green, herbal","frozenset({'fruity', 'green', 'herbal', 'almond'})",4
SML0555,2,1,C(CC(=O)O)CBr,GRHQDJDRGZFIPO-UHFFFAOYSA-N,,frozenset(),0
SML0557,43,1,CC(CC1=CC=C(C=C1)OC)C=O,VLFBSPUPYFTTNF-UHFFFAOYSA-N,"sweet, anise, anisic, raspberry, green","frozenset({'anisic', 'sweet', 'green', 'anise', 'raspberry'})",5
SML0558,10,1,CC(C)(C)C1=CC=C(C=C1)OCC=O,MNRZECIRFMLTEY-UHFFFAOYSA-N,,frozenset(),0
SML0559,68,1,C1=CC=C(C=C1)CCC=O,YGCZTXZTJXYWCO-UHFFFAOYSA-N,"balsamic, floral, green, aldehydic, leafy, cortex, melon, fresh","frozenset({'aldehydic', 'melon', 'leafy', 'cortex', 'green', 'floral', 'balsamic', 'fresh'})",8
SML0560,56,1,C1=CC=C(C=C1)CCCC=O,NHFRGTVSKOPUBK-UHFFFAOYSA-N,,frozenset(),0
SML0561,13,1,CC(CCO)C1=CC=CC=C1,SQGBBDFDRHDJCJ-UHFFFAOYSA-N,,frozenset(),0
SML0562,5,1,CC(C)C1=CC=CC=C1,RWGFKTVRMDUZSP-UHFFFAOYSA-N,,frozenset(),0
SML0563,43,1,C1=CC=C(C=C1)CCCCC=O,FINOPSACFXSAKB-UHFFFAOYSA-N,,frozenset(),0
SML0565,16,1,CC1=CC[C@H](CC1O)C(=C)C,BAVONGHXFVOKBV-YHMJZVADSA-N,,frozenset(),0
SML0567,13,1,CC(C)CC(=O)CC(=O)C,IGMOYJSFRIASIE-UHFFFAOYSA-N,,frozenset(),0
SML0568,10,1,CCCCC(=O)CC(=O)C,GJYXGIIWJFZCLN-UHFFFAOYSA-N,,frozenset(),0
SML0569,10,1,CCCCCC(=O)CC(=O)C,KFBXUKHERGLHLG-UHFFFAOYSA-N,,frozenset(),0
SML0570,30,1,CC(C)C1=CC=C(C=C1)CC(C)C=O,ZFNVDHOSLNRHNN-UHFFFAOYSA-N,"musty, floral, fresh, green","frozenset({'floral', 'musty', 'green', 'fresh'})",4
SML0571,25,1,CCC1=CC=C(C=C1)CC(C)(C)C=O,JFTSYAALCNQOKO-UHFFFAOYSA-N,"aldehydic, floral, clean, marine, ozone, fresh, green","frozenset({'aldehydic', 'ozone', 'marine', 'clean', 'green', 'floral', 'fresh'})",7
SML0573,14,1,COC1=CC=C(C=C1)COC=O,XPDORSROGAZEGY-UHFFFAOYSA-N,"floral, green, spicy, sweet, vanilla, fruity, anisic, powdery","frozenset({'spicy', 'anisic', 'sweet', 'powdery', 'green', 'floral', 'fruity', 'vanilla'})",8
SML0575,18,1,CC(=CC1=CC=CC=C1)C=O,VLUMOWNVWOXZAU-UHFFFAOYSA-N,"sweet, spicy, warm, cinnamon, balsamic","frozenset({'warm', 'spicy', 'sweet', 'cinnamon', 'balsamic'})",5
SML0576,21,1,CC1=CC(=O)CC(C1)C(C)C,XHJJEWBMBSQVCJ-UHFFFAOYSA-N,,frozenset(),0
SML0577,31,1,CC(CCC1=CC=CC=C1)CC=O,DFJMIMVMOIFPQG-UHFFFAOYSA-N,"aldehydic, fresh, green, lily, woody, waxy","frozenset({'aldehydic', 'waxy', 'green', 'lily', 'woody', 'fresh'})",6
SML0578,45,1,CC(CC1=CC=CC=C1)C=O,HEPHYCJJLAUKSB-UHFFFAOYSA-N,,frozenset(),0
SML0579,46,1,CC1=CC=C(C=C1)CC(C)C=O,SGVBCLGVIOFAFT-UHFFFAOYSA-N,"almond, balsamic, cherry, citrus, floral, fruity, green, melon, sweet, dry, aldehydic, amber, powdery, fresh, orange, woody","frozenset({'aldehydic', 'melon', 'amber', 'dry', 'sweet', 'powdery', 'orange', 'citrus', 'almond', 'green', 'cherry', 'woody', 'floral', 'fruity', 'balsamic', 'fresh'})",16
SML0580,26,1,CC1=C(C(=O)C=CO1)OC(=O)C(C)C,VSBHYRPUJHEOBE-UHFFFAOYSA-N,"caramellic, strawberry, sweet, berry, fruity, burnt, jammy, tropical","frozenset({'sweet', 'tropical', 'jammy', 'strawberry', 'burnt', 'fruity', 'caramellic', 'berry'})",8
SML0582,9,1,CCCCCC1COCCC1OC(=O)C,VSRVCSJJKWDZSH-UHFFFAOYSA-N,"floral, herbal, jasmine, sweet, tea, mushroom, oily, green, lactonic","frozenset({'oily', 'sweet', 'lactonic', 'mushroom', 'tea', 'green', 'herbal', 'floral', 'jasmine'})",9
SML0583,8,1,CC(C)CCOCC(=O)OCC=C,XCWPXUNHSPOFGV-UHFFFAOYSA-N,"apple, fruity, green, herbal, pineapple","frozenset({'green', 'apple', 'herbal', 'fruity', 'pineapple'})",5
SML0584,12,1,CC(=CCCC(C)(C=C)OC(=O)C)C,UWKAYLJWKGQEPM-UHFFFAOYSA-N,"citrus, floral, fruity, pear, sweet, lavender, green, bergamot, woody","frozenset({'pear', 'sweet', 'bergamot', 'citrus', 'green', 'woody', 'floral', 'fruity', 'lavender'})",9
SML0586,13,1,CC(CC=O)C1=CC=C(C=C1)C(C)(C)C,NKZPGPZCKPODMT-UHFFFAOYSA-N,"floral, powdery, muguet, green","frozenset({'floral', 'muguet', 'powdery', 'green'})",4
SML0587,6,1,CC1=C(C=C(C=C1)C(C)C)O,RECUKUPTGUEGMW-UHFFFAOYSA-N,"herbal, medicinal, phenolic, smoky, spicy, camphoreous, cooling, woody","frozenset({'spicy', 'camphoreous', 'smoky', 'phenolic', 'woody', 'herbal', 'cooling', 'medicinal'})",8
SML0589,2,1,CC(C)(C)C1CCCCC1OCCCCO,GFVWSUIPAJYAEG-UHFFFAOYSA-N,,frozenset(),0
SML0590,7,1,CC(C)CCCC(C)(C)O,HGDVHRITTGWMJK-UHFFFAOYSA-N,"citrus, floral, fresh, herbal, woody","frozenset({'citrus', 'woody', 'herbal', 'floral', 'fresh'})",5
SML0591,30,1,CCC(=O)/C=C/C1C(=CCCC1(C)C)C,VPKMGDRERYMTJX-CMDGGOBGSA-N,"floral, oily, orris, sweet, violet, woody, tea, fruity, powdery","frozenset({'oily', 'sweet', 'powdery', 'tea', 'orris', 'woody', 'floral', 'fruity', 'violet'})",9
SML0592,104,1,C/C=C/C(=O)C1C(=CCCC1(C)C)C,CRIGTVCBMUKRSL-FNORWQNLSA-N,"apple, minty, plum, rose, sweet, berry, floral, fruity, green, woody","frozenset({'sweet', 'minty', 'green', 'rose', 'woody', 'apple', 'floral', 'plum', 'fruity', 'berry'})",10
SML0593,12,1,CCCCCCCCC(OC(=O)C)OC(=O)C,ZALVGSSYVAPZDA-UHFFFAOYSA-N,,frozenset(),0
SML0595,8,1,CC1=CC=C(C=C1)OC,CHLICZRVGGXEOD-UHFFFAOYSA-N,"floral, green, leathery, nutty, phenolic, sharp, sweet, powdery","frozenset({'sharp', 'phenolic', 'sweet', 'nutty', 'leathery', 'green', 'floral', 'powdery'})",8
SML0596,13,1,CC/C=C\CC1=C(CCC1=O)C,XMLSXPIVAXONDL-PLNGDYQASA-N,"floral, fruity, jasmine, spicy, herbal, woody, celery, citrus","frozenset({'spicy', 'jasmine', 'citrus', 'woody', 'herbal', 'floral', 'fruity', 'celery'})",8
SML0597,9,1,COC1=C(C=CC(=C1)C(=O)OC)O,BVWTXUYLKBHMOX-UHFFFAOYSA-N,"floral, fresh, green, spicy, sweet, vanilla, warm, phenolic","frozenset({'spicy', 'warm', 'phenolic', 'sweet', 'green', 'floral', 'vanilla', 'fresh'})",8
SML0598,131,1,C/C=C/C1=CC(=C(C=C1)OC)OC,NNWHUJCUHAELCL-SNAWJCMRSA-N,"floral, spicy, sweet, tea, clove","frozenset({'clove', 'spicy', 'sweet', 'tea', 'floral'})",5
SML0600,12,1,CC/C(=C\CC1CC=C(C1(C)C)C)/CO,KHQDWCKZXLWDNM-KPKJPENVSA-N,,frozenset(),0
SML0603,59,1,CC(=O)NCCC(=O)C1=C(C=CC(=C1)OC)NC=O,JYWNYMJKURVPFH-UHFFFAOYSA-N,,frozenset(),0
SML0604,15,1,CC1=C(C=C2CCC(OC2=C1C)(C)CCC(=O)O)O,VMJQLPNCUPGMNQ-UHFFFAOYSA-N,,frozenset(),0
