canonical_smiles,UMAP1,UMAP2
CCC/C=C/COC(=O)C1=CC=CC=C1O,8.847562,6.3823566
CC(=CCC/C(=C/C1OCC(O1)CO)/C)C,9.142587,7.331067
C/C=C/C=C/1\C(=CC(=O)CC1(C)C)C,9.328194,7.0198717
CCC(C)C(=O)OC/C=C(\C)/CCC=C(C)C,9.184231,7.077211
CCCCCOC1=C(C=C(C=C1)/C=C/C)OC,9.27497,6.001508
CCCC/C=C/CCCCC(=O)OCCC(C)C,8.696424,5.8874116
C/C=C/C(=O)C1CCC(C=C1C)(C)C,9.418445,6.8162093
CC/C=C/CC1CCCC(=O)O1,8.723828,6.2398934
CCCCC/C=C\C=C\C(=O)OCCC,8.6245,6.103919
CCCCC/C=C\C=C\C(=O)OCCCC,8.603126,6.077381
C/C=C/CCC1CCCC(=O)O1,8.707756,6.3240886
CCCCCCCCC/C=C/COC(=O)C,8.633714,6.0431523
CC/C=C\C/C=C/C=C/C=O,8.673584,6.2882113
CC/C=C(/C=O)\C1=CC=CC=C1,11.480658,5.1299624
CCCCCC(=O)OC/C=C/CC,8.654843,5.7879763
CC1CCC2(O1)C(=C)C=CCC2(C)C,9.608355,6.630912
CCC(C)(CCC=C(C)C)OC(=O)C,9.253182,7.079897
CCCCCCC1COC(=O)CO1,8.730702,5.6991568
CCOC(C)OCC1=CC=CC=C1,10.725904,4.8868628
CCCCCCCC/C=C/C=C/C=O,8.668939,6.135637
CC(=CCC/C(=C/C(=O)C)/C)C,9.248021,7.031014
CCCC(=O)OC/C=C/C=C/C,8.796355,6.3856044
CC(CC/C=C(\C)/CCC=C(C)C)C=O,9.20754,7.06609
CCCC/C(=C/C)/C=O,8.8132305,6.059654
CC/C=C\CCCC(=O)OC,8.595074,6.0981407
CCC[C@@H]1CCO[C@H](S1)C,8.870673,5.258843
C[C@H](COC(=O)C(C)C)C1=CC=CC=C1,10.7589855,4.651904
CCCCC[C@H](C=C)O,8.857743,5.530944
CCCC[C@@H](C)CCC(=O)O,8.8297615,6.1042414
CCCCC[C@@H](C)CCC(=O)O,8.756665,5.854648
CCCC[C@@H](CC)CCC(=O)O,8.672896,5.6671615
C[C@H]1C(=N[C@H](O1)C)C,9.774038,4.3225102
CCCC[C@@H](C)C(=O)O,8.279066,5.257425
CCCCC[C@@H](C)C(=O)O,8.499998,5.4930053
CCCC(=O)OC[C@@H](C)C1=CC=CC=C1,9.563482,5.521557
C[C@@H](CC=C)C(=O)O,7.266377,4.2731996
C[C@@H]1CC(CC(=O)C1=O)(C)C,10.613747,4.841152
C[C@@H]1CCC2=C1N=CCN2,11.067391,4.4373097
CC[C@@H](C)SS[C@@H](C)CC,8.704622,5.2706456
CCCCCCC(=O)OC(C)CCC,8.668763,5.481372
C=CCSSSSSSCC=C,8.699317,5.5409727
C=CCSSSSSCC=C,8.719384,5.6843734
CC1CCC(C(C1)OC(=O)CCC(=O)O)C(C)C,9.2834215,5.076176
CCCCCCC(O)S,8.607391,5.4832554
CCCC(=S)OCC,8.689755,5.1958685
CCCCC1(CCC(=O)O1)CCCC,8.957772,5.583399
C1COC(=O)C1CC=O,10.712748,4.783707
CCCCNC1=CC=CC=C1C(=O)OC,11.190637,4.550438
CCOC(CS)OCC,8.779237,5.2175493
CCCCCCC1=CCC(=O)O1,8.767204,5.7447677
CC(=C)[C@@H]1C[C@H]2[C@](O2)(C(=O)C1)C,9.299414,7.6199937
CCC(=O)N1CCC=C1,11.437973,4.0732956
C[C@@H]1CC[C@@H]2[C@]13CCC(=C)[C@H](C3)C2(C)C,9.463632,8.00365
CC(C)CCCCCCCCCCCCCC=O,8.605034,5.6279445
CCCCC(C(=O)OC)OC(=O)C,9.050942,5.144541
CCC(C)(CC(=O)C)S,8.995002,4.520079
CCCCC/C=C\CCCC(=O)O,8.624916,6.006726
CCC(=O)CC(C)(C)S,9.072213,5.757895
CC(C)(C)C(=O)OCC=C,9.042057,5.741529
C=CC1=C(CCCC1)C=O,10.497239,4.892505
CCCCCCCC(=S)OC,8.568142,5.47687
CC(=O)OCCCCCCCS,8.604849,5.569257
CCCCCCCCCC(=S)OC,8.485404,5.624054
CCCCCCCCCCCCC(C)C=O,8.624233,5.582697
CC(C)C(=O)OC(C)(C)C1=CC=CC=C1,10.587858,4.7476377
C/C(=C\C=O)/CCC1CC1(C)C,9.22706,6.8397555
CC1[C@H]2C[C@@]2(C[C@H]1O)C(C)C,9.375278,7.744448
CC/C=C/CCC1CCCC(=O)O1,8.737959,6.1911535
CC(CCC=C(C)C)CC1OCCO1,9.264968,6.8721676
CC1COC(O1)(C)C(C)O,8.992111,5.0751996
CCCC[C@@H](CCOC)S,8.884884,5.4451346
CCCCCC(C=O)SC,8.691751,5.4109054
CC(C)C(C=O)C1=CC=CC=C1,10.94332,4.518638
CCCCCC(=O)OC(C)CC,8.740625,5.400077
CCCCSSSCCCC,8.569712,5.541042
CCCCCOC(C)OC,8.6731615,5.5162225
CCCCOC(C)OC,8.672435,5.55315
CC1=CC(=O)CO1,10.627087,4.903581
CCCOC(CC(C)C)OCCC,8.746623,5.0776877
CCCCCCCCCC(=O)OC1CC(CCC1C(C)C)C,8.738105,5.449852
CCCCCCCCCCC1=CC=CO1,8.73283,5.629369
CCCCCCCCCCC(C(=O)C)C(=O)OCC,8.658931,5.5575666
CSCC1=CC=CS1,10.833605,4.690467
CCOC(C1=CC=CC=C1)OC,10.770963,4.7071157
CC1=C(OC=C1)CS,10.932921,4.755038
C/C=C/C(=O)[C@@H]1[C@H](C=CCC1(C)C)C,9.189933,7.304584
CC1=C(C=CO1)SC(C)C(=O)C,10.729128,5.007628
CCNC1=CC=CC=C1C(=O)OC,11.184699,4.5887747
CCC(COC(=O)C)C(=O)OCC,8.841555,4.921701
CCCCCCCCC(C(=O)OCC)O,8.613017,5.608918
CCC(C(=O)OCC)S,9.141476,4.528382
CCC(=O)C(C1=CC=CC=C1)O,10.948051,4.6927724
CCCCCC1C(=C(C(=O)O1)C)C,9.829996,4.7921247
CCOC(=O)CC(C)(OCC)OCC,8.870941,4.582557
CCC/C=C/CC(=O)C,8.686128,6.16814
CCOC(=O)C1=CC=CC=C1CO,11.033582,4.6748238
CC1=CC=C(C=C1)C2C(O2)C(=O)OC,10.832727,4.8980403
CC(CS)C(C)O,8.7963295,4.6963673
CCCCOC(CC(C)C)OCCCC,8.708602,5.2827497
CC(=O)C1=CNCCS1,10.987949,4.637872
CCC(C(=O)OC)OC(=O)C,9.206043,4.9448733
CCCCCCC(=O)C(=O)CC,8.905574,5.3805075
CCCCC(=O)CCO,8.739159,5.5447364
CCCCCC1C(O1)C=O,8.825871,5.379917
CC(C)C(=S)OC,8.623994,4.670084
CCCC/C=C\CC=O,8.67946,6.069077
CCCC/C=C\CCCC=O,8.65352,6.0503454
CC[C@@H](C)CCCCCCCCC=O,8.870442,5.6829886
CCC(C)C(=S)OC,8.760107,4.854593
CCCCOC(=O)C(C)S,8.76227,5.2908387
CCC(C(=O)OC)S,10.887466,4.7889805
CCC(=O)C(C)(C(=O)OCC)O,9.058666,4.464997
CCCC(=O)C(C)(C(=O)OCC)O,9.135383,4.8609076
CCC(C)CCCCC=O,8.811806,5.7360735
C/C(=C\CCC(=C)C=C)/C=O,9.222722,6.956619
CC(CCC=C(C)C)CC(C)(C)O,9.216621,7.0781074
CC(C)CC1N=CCS1,10.743132,4.275585
CCCCCCOC(=O)CCC(=O)C,8.8302145,5.456451
CC(=O)C(=O)OCC=C,8.892381,5.45669
CCCCCCCCCCC(C(=O)OC)OC(=O)C,8.630351,5.5954576
CC(C)(C1=CC=CC=C1)OC=O,10.740062,4.6938767
CC(=O)OCCCCS,8.663318,5.21617
COC(=O)CCSCC1=CC=CO1,9.03069,5.7666383
CCOC(=O)C(C)CS,8.754679,5.061535
CCOC(=O)SCC1=CC=CO1,10.303128,5.0466475
C1=CC=C(C=C1)CCC(=O)C2=CC=CN2,11.047317,4.5500555
CC(C)CCSSSCCC(C)C,8.986176,5.8956156
CCCSSCC1=CC=CO1,8.907902,5.450228
CSC/C(=C/C1=CC=CC=C1)/C=O,11.555992,5.3116736
CC(C)CC(=O)OCCC(C)CCCC(=C)C,9.232366,7.109123
C1CCC(CC1)CC2=NC=CN=C2,10.85619,4.2535887
C/C=C/C(=O)OC(C)(C)CC1=CC=CC=C1,9.335931,6.8863316
CCCC(=O)OC1=C(OC=CC1=O)CC,9.113433,5.6793156
CCCCCCCCCCCCCCCCCC(=O)OC1CC(CCC1C(C)C)C,8.599105,5.596815
CCCC(=O)OC1CC(CC=C1C)C(=C)C,9.202794,7.396755
CC1(CSSSS1)C,8.866751,4.845338
CCCC(=O)CSC,8.866702,4.8154626
CC1C2=C(C=CC=C2OC1=O)C,10.74305,4.8662744
CCCOS(=S)C,8.681918,5.1170096
CC(=O)OC(C1=CC=CC=C1)O,10.9106045,4.66072
CC1OCCC(S1)(C)C,8.9794035,5.380991
CC1(CCOCS1)C,9.388037,4.4128323
CC(C)CCC(=O)OCC=C,8.951234,5.6689205
CCC(C)COC(=O)CC(C(=O)OCC(C)CC)O,8.89309,5.5721116
CCC(C)C(=O)OCCCCO,8.754847,5.345657
CC(C)CCCCOC(=O)C(C)C,8.790893,5.542009
CCCC(=O)OCCCCO,8.60699,5.5004144
CCCC(=O)OC1=CC=CO1,8.861835,5.5454144
CCC(CS)C(=O)OCC,8.643432,4.8026285
CCC(C)C(=O)S,8.082166,4.591363
CCCC(=O)OC(C)CC1=CC=CC=C1,9.549647,5.3787503
CCCCC1C(O1)C=O,8.839354,5.25215
CCC(OCC(C)C)OCC(C)C,8.941861,5.1613717
CCC(OCC)OCC(C)C,8.7784395,4.6845946
CCC(OC)OCC,8.965508,4.5906396
CCCCC(O)S,8.621071,5.5464935
CCC(C)CCCCCCC=O,8.723384,5.6763124
CC1=C(C(CCC1)(C)C)C(=O)CC(C)SC,10.758117,4.4264445
CC1CC(C(O1)C)S,8.81223,4.8064427
CCC(C)C(=O)OCC1=CC=CO1,9.081587,5.3797193
CCCCCCC=CC=C,8.695773,5.769489
CCC1=CN=C(C=N1)C(=O)C,11.433749,4.301711
CCCCCCCCCCCC(=O)OCCC(C)CCC=C(C)C,8.828373,5.9664073
CC1=NC(=CS1)CC(C)C,11.508558,4.221293
CCCCSSS,8.590771,5.341283
CC(C1=CC=CO1)SC,10.750282,4.5832424
CCC(C)C(=S)OCC,8.677795,4.8477
CC(C)CC1SC(SS1)CC(C)C,9.757869,5.1575274
CC(=C(C)C1CCCCO1)C,10.930201,5.0546594
C=CCCCC1CCCC(=O)O1,8.800358,5.711456
CCCCC1(CCCCC1)OC(=O)C,8.852945,5.346329
CC1=CC=CC=C1SSC,11.062765,4.667656
CC(=CCC/C(=C/C(C)(C)O)/C)C,9.185205,7.07672
CC(C)C/C=C(/CSC)\C=O,9.193828,6.764087
CCCCC(OCCCC)OCCCC,8.789596,5.323741
CCCCCC(OCCCCC)OCCCCC,8.701336,5.438857
C=CCOC(=O)CC1CCCCC1,8.995116,5.3707294
CCCCCCOC(=O)/C=C/C=C/C,8.681635,6.081047
CCCCCC1=NC=CS1,11.086788,4.59513
CCCC(=O)OCCCCC(C)C,8.757079,5.5927505
CCC(C(=O)OC1CC(CCC1C(C)C)C)O,9.764679,4.4847894
CC(C)CCCCOC(=O)C,8.779268,5.5951385
CCCOC(=O)C(C)S,8.758363,5.19686
CCCCCCOC(=O)C(CC)S,8.689305,5.39885
CCCOS(=O)(=S)CCC,8.707048,4.832358
CC(=O)CC1=CC=CN1,10.809848,4.5920835
CCCCCC(CC)OC=O,8.691382,5.499434
CCC1(COC(=O)O1)C,9.057775,5.692181
CC(=O)CSSC,8.853555,4.8929644
CC(C)CCOC(=O)C(C)C1=CC=CC=C1,10.79017,4.6372
CC(C)C=NCC1=CC=CO1,10.611651,4.9243293
CC(C)C1CCC(CC1=O)(C)S,10.575921,4.8483024
CCCCC1=C(N=C(S1)C)C,10.763526,4.859578
CC1CC(C2=NC=CN=C12)C,11.250476,4.342251
CCCC(=O)CCCC(=O)OCC,8.729949,5.4697247
CC1=C(C=CO1)SSSSC2=C(OC=C2)C,10.755361,4.883625
C/C=C/C(=O)OC/C=C(/C)\CCC=C(C)C,9.169496,7.071662
CC(=O)OCCCCCCSC(=O)C,8.715766,5.2440867
C/C=C/C=C/C(=O)OCCC(C)C,9.121373,6.8461
CC/C=C\C/C=C/CCO,8.656095,6.206186
CC1=CC=C(O1)CSSC,10.8687935,4.787341
CC(=O)CCC1=NC=CS1,10.795835,4.8379226
CCCC1OCCC(S1)C,8.807037,5.422295
CCCCCC(=O)OCCCSC,8.599632,5.5513754
CSCCCOC(=O)CS,8.698524,5.385182
CC(C)CC1NC(SC(S1)CC(C)C)CC(C)C,9.091896,5.1857347
CNC1=CC=CC=C1C(=O)OCCC2=CC=CC=C2,11.022506,4.6976595
CCCCCCCCCC=CC(=O)OCC,8.586827,5.630622
CCCCC(OCC(C)C)OCC(C)C,8.941723,5.2183537
CCC(OCC)OCCC(C)C,8.748946,4.8609166
CCCCCOC(CCC)OCC,8.660444,5.3755794
CCCOC(C(C)C)OCC,8.701699,5.4196796
CCCCCCOC(C)OCCC(C)C,8.80254,5.5171323
CC1=NC=C(N=C1C)C(=O)C,11.398709,4.4426274
CCC1=CN=CC(=N1)C(=O)C,11.450113,4.3574
CCCCCCCC=C(CCCCCC)C=O,8.699968,5.482402
CC=CC(=O)OCC1=CC=CO1,8.820472,5.703098
CCCSSSCC,8.593854,5.386006
CC(C)CC(=O)OCCC(C)(C)S,8.956128,5.3915396
CCC(C)COC(C)OCC,8.745617,5.4829035
CCC(C)COC(C)OCCC(C)C,9.068075,6.134375
CCCCOC(C)OCCC(C)C,8.98758,5.8604355
CCOC(C(C)C)OCCC(C)C,9.075409,5.3136716
CCCCCOC(C)OCCC(C)C,8.857048,5.5337005
CCCOC(C)OCCC(C)C,9.047921,5.796435
CCC(C)CCCCCCCCCCCCC=O,8.589449,5.592906
CCCCCCOC(=O)C=CCCCCC,8.638729,5.546636
CC(=C)C=CSC,8.783293,5.067126
CCCC=CO,8.60986,5.5703464
CCCCCC=C(C)O,8.679522,5.606495
CC(C)C(=O)SCSC,8.810519,4.8335257
CCCCC=COC(=O)C1=CC=CC=C1,8.854651,5.636032
CCCCC=COC(=O)C=CCCC,8.646461,5.546231
CCCC=CCCCCC=O,8.569997,5.520385
C1CCCOC(=O)C=CCC1,9.016247,5.5310445
CCCC=CC=CC=CC=O,8.602699,5.605687
C1=CSC(=C1)C(=O)CCO,11.0393715,4.528452
CCCCCC(=S)OC,8.626253,5.359463
CCCC=CC=CC=CC=C,8.674673,5.5721846
C1=CC=C(C=C1)C=C(C=O)C2=CC=CO2,11.010433,4.7720766
CCCCCCCCCCC(=O)OCCC(C)C,8.599687,5.5498276
CCCCCCC=COC(=O)CC,8.677696,5.5800524
CCCCCCCCC=CC=CC=CC=O,8.636859,5.626446
CCCCC=COC(=O)CCC,8.698209,5.5181937
CCC=CC(=O)OC(C)C,8.858437,5.63891
CCCCCCCC=CC=CC=CC=O,8.66147,5.5911503
CCC=C(C)OC=O,8.842121,5.791614
CCCCCCCCCC=CC=CC=CC=O,8.627171,5.6356025
CC1=CC(C(CC1)C(C)C)S,10.662836,4.990539
CCC1(CSSS1)CC,8.900294,5.095783
CCCCC=COC(=O)C(C)C,8.799488,5.570882
CCCCCCCC=CC=CC=CC=CC=O,8.6432705,5.639916
CCCCCCCCCC=CC(=O)OC,8.564356,5.603451
C([C@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,8.171488,4.760655
C(C(C1C(=C(C(=O)O1)O)O)O)O,8.327387,4.631637
CCCCCCCC1C(O1)C=O,8.694287,5.52601
CCCCCC1=NC(=CS1)C,11.109832,4.6650443
COC1=CC=CC=C1CC2CC2,10.763385,4.950184
CCC1C(=NC(S1)CC(C)C)C,11.335684,4.2650514
CCC1=C(SC(=N1)C)CC,9.123069,4.516178
CC(C)CCOC(C(C)C)OCCC(C)C,9.167865,6.0380774
CC(C)CCOC(CC(C)C)OCCC(C)C,9.087065,6.111721
CC(=CC(=O)C=C1COC1=O)C,9.2027855,7.4347744
CCCCCCCCCC(=O)OCCC(C)CCC=C(C)C,9.045221,6.2612042
CCCCCCOC(CCCCC)OCCC(C)C,8.609965,5.56615
CCCCC=CC1C(CC(=O)O1)C,8.883745,5.5426483
CCCCCC(=S)OCC=C,8.652952,5.4049745
CCCCCC(C)OC(=O)CC(C)C,8.797616,5.565349
CCCCCCCOC(=O)CCC(C)C,8.726286,5.5234165
CCOC(=O)CCCCSC,8.6929865,5.2704134
CCCCCCCCCCOC(=O)CCC(C)C,8.673057,5.5079494
CCC1N=C(CS1)C,11.272549,4.2964478
CCOC(=O)C(C)CSC,8.930183,4.478207
CCCCCCCCOC(=O)CCC(C)C,8.715666,5.511334
CCCCCCC(=O)CSC,8.708379,5.353543
CCCCCC(=O)CSCCC,8.662152,5.294562
CCCCCCCC1(CC1)C(=O)O,8.599083,5.462125
CC(=C)C(=O)C(C)(C)C1=CC=CC=C1,10.881333,4.778152
CC1C(C=C2C1(C=CCC2(C)C)C)O,9.640089,7.7004013
CCCCCCCCCCCCCCCC(=O)OC1CC(CCC1C(C)C)C,8.698419,5.5419536
CCCCCCCCCCCCCC(=O)OCC=CC1=CC=CC=C1,8.671922,5.5929136
CCCCCCCC(=O)OC1CC(CCC1C(C)C)C,8.773666,5.438868
CC(=O)OC(C=CC1=CC=CC=C1)OC,10.876511,4.876671
CC(C)C1(CCCCC1)OC(=O)C,9.787229,5.6398807
CC1=C(OC(=N1)C)CC(C)C,11.193563,4.8465166
C1CCCCC=CC(=O)OCCCC1,8.672603,5.532197
CC(C)CCOC(=O)CCCC1=CC=CO1,8.918267,5.6071134
CC(OC)OC(C)OCC1=CC=CC=C1,10.20844,4.9631023
CCCCCC(OCC(C)C)OCC(C)C,8.869214,5.4636803
CCCCCC=CO,8.567199,5.6209097
CCCCC=CC(=O)C(C)C,8.862641,5.50833
CCCC(CC=O)SC(=O)C,8.838852,5.1110883
CCCCCCCCCCCC(=O)OC(C)CCC,8.644551,5.5663443
CCCCC=CC=CO,8.650163,5.6912875
CCCCCCCC=CC=CO,8.642334,5.7058234
CCOC(C)C1=NC=CN=C1,11.346529,4.439
CCCCCCC=CCC(=O)OCC,8.631104,5.6907682
CCCCCC(CCCC(=O)OCC)OC=O,8.740799,5.555497
CCCCC/C=C\CCOC(=O)C,8.649206,6.146787
CCCCCCCCCC(=O)OCC1=CC=CO1,8.7161255,5.629178
CC(C)/C=C(/CSC)\C=O,9.359652,6.529489
CC/C=C\C/C=C\CCOC(=O)C,8.637237,6.2550645
CC(C(=O)OCC1CCCO1)S,12.156317,2.8906348
CCC(C)/C=C(/CSC)\C=O,9.288902,6.748873
C[C@H]1N2CCC[C@H]2S[C@H](S1)C,10.426264,4.474829
CCCCCC(CCCC(=O)OCC1COC(O1)(C)C)O,8.772348,5.488591
CC/C=C\C/C=C/CCOC(=O)C,8.686719,6.226887
CC1C(CCO1)SSC2=C(OC=C2)C,10.53791,4.979651
CC1=C(C=CO1)SSCSC,10.694376,4.7463174
CC(C)CCCOC(=O)CC(C)C,9.002366,5.684567
CCC1C(=NC(S1)C(C)CC)C,10.249721,4.5988274
CCCCCCCC=CC(=O)OCCCC,8.643662,5.578573
CCCCC=COC(=O)C=CC1=CC=CC=C1,8.900566,5.637556
CCC=C(C)SC,8.83437,5.117706
CCCCOC1=C(C=C(C=C1)C=CC)OC,10.633144,4.993852
CC(=CCCC(=CCCC(C)(C1CO1)O)C)C,9.26757,5.61185
CCC1CCC2=NC=CN=C12,11.208993,4.3830757
CCC(C(=O)OCC)OC(=O)C,9.003396,4.9211907
CCC=CCCCC1CCCC(=O)O1,8.819633,5.7241783
CCCC(CO)C(=O)OCC,8.76427,5.345273
CC(=C)C=COC(=O)C1=CC=CC=C1,10.978025,4.7973037
CCOC(=S)C=CC,8.7494545,5.0082974
CCCCC=COC(=O)C1=CC=C(C=C1)OC,8.873625,5.552937
CCCC=C(CC1=CC=CC=C1)C=O,10.860832,4.8693123
CCCCCCCC=CO,8.584887,5.586764
CC1C(=O)C=C2C1(C=CCC2(C)C)C,9.662476,7.9758015
CCCCCCC(C=O)S,8.576588,5.453763
CCCCCC=CC(=O)OCCC,8.59511,5.6009135
CCCCCCC(C(=O)OCC)OC(=O)C,8.7060995,5.434086
CCCC(C)OC(=O)C(C)O,9.041622,5.3235617
CCCCC(=S)OCC,8.686497,5.291533
CC(C)CCOC(CC(C)C)OCC(C)C,9.118303,5.8062577
CC(C)C1=C(C=CC=N1)C(=O)C,11.12454,4.4737163
CCCCOC(=O)C/C=C/CC,8.710075,6.003734
CCOC(=S)C(=C)C,8.858424,4.7426753
CS1=CNCC1,10.537067,4.5973387
CCCCOC(=S)C(=C)C,8.863259,5.136407
CC1=CC(C(CC1)C(C)C)C=O,10.579845,4.497403
CCO/C(=C\C)/C(=O)OCC,11.732449,5.3620796
CC(C)CCCOC(=O)CCC(C)C,8.944145,5.793525
CCCC(O)SCC,8.672797,5.3858886
CCCC(=O)OC(CC)COC(=O)C,8.841493,5.221359
CCC(C(=O)C)C(=S)OCC,8.93015,4.4854584
CCCCCC1=CSC(=N1)C,10.960425,4.819938
C1=COC(=C1)CC2=C(OC=C2)CC3=CC=CO3,10.594607,4.8538895
CCCCOC(C)OCC(C)CC,8.796741,5.608933
CCCCCC=COC(=O)CC(C)C,8.840652,5.6096334
CCCC(CS)OC(=O)C,8.792553,5.2699847
CC(CCCOC(=O)C)C1=CC=CC=C1,10.5742,4.8363366
CCCCC(=O)OCCC1CCCCC1,8.730793,5.4339914
CCCCCOC(C)OCCCC,8.686276,5.440103
CCCCCC(OCC)OCCC(C)C,8.783955,5.2933035
CCC(C)CC(=O)OCCC(C)C,9.079891,6.12071
CC(C)CC(=O)OCCC1CCCCC1,9.004688,5.353269
CCCCCCCCC(C(=O)OCC)OC(=O)C,8.671293,5.573566
CCCCCCOC(CCCCC)OCC,8.654909,5.444618
CCCCCCOC(C)OCC1=CC=CC=C1,8.858492,5.44174
CCCCCCOC(CCCC)OCCCCCC,8.704399,5.46052
CCCCOC(CC(C)CCCC(C)(C)O)OCCCC,8.88716,5.712805
CCCCCCCCCC(=O)OCCCC1=CC=CC=C1,8.714377,5.5757957
CC1=NC=C(N=C1C)OC,11.314172,4.3801003
CC1(CSSC1=O)C,9.034742,4.5684586
CC(C)C(=S)OCC=C(C)C,9.179887,6.132785
CCCCCCCC(CC=O)SC,8.716309,5.44178
CCCCCC(=O)CCS,8.635506,5.3334527
CCC(C)(C=O)SC1=CC=CO1,10.418923,4.5523825
CCCCCCCC=CC(=O)OCC(C)C,8.69635,5.6961946
CC(C(=O)OSC)OC(=O)C,8.855175,5.071524
COC(=S)CCC1=CC=CO1,9.034554,5.5420365
CC=CC1=C(C(=C(C=C1)O)OC)OC,10.737679,4.962268
CC1C(O1)(C2=CC=CC=C2)C(=O)OC,10.660673,4.6059465
CCCCCC=CC=CC=CO,8.545062,5.5801673
CC1=CC(=C(CC1)C(C)C)OC(=O)C,10.597312,5.1352205
CCCCCC(=O)OC=CC(=C)C,8.843458,5.561351
CC1=CC(=C(CC1)C(C)C)C=O,10.712737,4.751861
CC(CCC=C(C)C)CC(O)OC(=O)C,9.272869,6.8289175
CC1C(CCO1)SC(=O)C,9.891615,4.834538
C1=CC=C(C=C1)CCCC2=CC=NN2,11.076725,4.581381
CC(C)C(=S)OCC=C,8.765652,5.13661
CCCCCCOC(C=CCCC)OCCCCCC,8.681107,5.470229
CCCCCCOC(C)OCCCCC,8.685112,5.4507537
CCCCCCOC(C)OCCCC,8.7759905,5.5120893
CCCCOC(=O)C1(C(O1)C)C2=CC=CC=C2,10.678275,4.66973
CCCCCCCOC(=O)C(C)(C(=O)CCC)O,8.82151,5.4344816
CCCCCC(=O)OC(CCCC)C(=O)OCC,8.751977,5.472076
CCCCCCOC(CC(C)C)OCCCCCC,8.652067,5.484489
CCCCCC(OCCCC)OCCC(C)C,8.670385,5.3912315
CCCCCCCCCCCC(OCCCCCC)OCCCCCC,8.590922,5.4557586
CC(C)CC(=S)OCC=C(C)C,9.2509,6.4098663
CC1=CC=CC=C1OC(=S)C,10.901505,4.6200404
C1C=COC1CS,9.904998,4.4086185
CCC(COC(=O)C)C(=O)OC,8.718163,4.7826123
CC(C)CCOC(C(C)C)OCC(C)C,9.044155,5.0856743
CCOC(C(C)C)OCC(C)C,8.99713,5.0336933
CCOC(CC(C)C)OCCC(C)C,9.126021,5.732997
CCCCC1C(=O)OCCO1,9.199482,5.428744
CCCC(=O)OC=CC(=C)C,8.871838,5.515165
CCCCCCCCCC(=O)OC=CCCCC,8.626518,5.5991197
CCCCCC1C(=O)OCCO1,8.92776,5.512843
CCCC1=NC(=C(S1)CC)CC,11.409867,4.4759984
CCCC(C)C(=S)OC,8.697062,5.03359
CC(OCC1=CC=CO1)SCC2=CC=CO2,10.430706,4.9017625
CCCCCCOC(CCCCC)OCCCC,8.700783,5.389967
CCC1(C(O1)(C2=CC=CC=C2)C(=O)OCC)C,10.734156,4.5746074
CCCCOC(=S)C(C)C,8.771095,5.1089363
CCC1CSSSC1(CC)CC,9.58249,5.167491
CC(S)SS,8.498999,4.8765755
CCC(C)C(=S)OCC(C)C,8.901517,4.7507744
CCCCCCCC=COC(=O)CCC,8.653722,5.55869
C(CSCCC(S)S)C(S)S,8.469552,4.681252
CC(C)C(=O)C(=O)O,8.788548,4.722287
C(CC(=O)O)C(=O)C(=O)O,7.837207,4.3988504
CC(C)CC(=O)C(=O)O,8.801962,4.6870823
C1=CC(=C(C=C1C(=O)O)O)O,11.105846,4.5349216
C(CC(=O)O)CN,7.8771787,4.4159017
CC(=O)N,9.803364,4.1917043
N,8.656588,5.1697483
C1C(C(C(C(O1)O)O)O)O,8.347736,4.6718326
C(CN)C(=O)O,7.750422,4.4221835
CC(C(C)O)O,8.242538,4.7047405
C(=O)=O,8.500969,4.732473
C1=CC=C(C=C1)C=CC=O,10.855186,4.6355734
C1=CC=C(C=C1)C=CCO,10.926278,4.5624056
C(C(=CC(=O)O)C(=O)O)C(=O)O,7.7639346,4.4914536
C1=CC=C2C(=C1)C=CC(=O)O2,10.794393,4.9266105
C1=CC=C(C(=C1)C(=O)O)O,10.942699,4.6295633
S,8.664314,5.240079
C(C(C(=O)O)N)C(=O)O,7.8070846,4.417906
CC(C(=O)O)N,7.85868,4.387172
CS(=O)C,8.990611,5.3535466
C(=CC(=O)O)C(=O)O,7.7470593,4.446151
C(CC(=O)O)CC(=O)O,7.35913,4.367276
C(C(=O)O)N,7.979011,4.4841046
C(C(CO)O)O,8.213796,4.591121
CCC(C)C(C(=O)O)N,8.246119,3.9851522
C(CCN)CC(C(=O)O)N,7.8035064,4.455638
CO,8.67693,5.3254476
[N-]=[N+]=O,8.705767,3.8151581
O,4.032184,4.996998
C(=O)(C(=O)O)O,8.067286,4.736938
OP(=O)(O)O,7.9553795,4.8958883
C(CCN)CN,8.364143,4.6653476
CNCC(=O)O,7.938416,4.5342064
C(CS(=O)(=O)O)N,8.048237,4.6473317
CC1=CC=CC=C1,10.99689,4.834123
CC1CCCC2(C1(CCCC2)O)C,10.164412,4.7887554
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,10.688257,4.969011
CCOCC,8.675561,5.458353
CC(=CCCC(=CCCC(=CCO)C)C)C,9.230302,6.9327826
C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O,10.713545,4.9376016
[Cl-].[K+],8.7408905,5.2607455
CC(C)C1=C(C(=CC=C1)C(C)C)O,10.848092,4.815758
CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCO,9.794408,5.4988923
